what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306599424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306599442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306602895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306602900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306607821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306607830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306611577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306611583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306614678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306614686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306617766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306617773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306632729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306632734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306641526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306641534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306650094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306650108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306662141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306662181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306672464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306672467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306684336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306684339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306696096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306696130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306708332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306708336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306717379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306717384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306731188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306731197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306736199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306736206
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329306741372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329306744220
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1329306746932
no handler,command,com.quest.toad.cloud,,"com.quest.toad.cloud.explorer.commands.ConnectDataHub",1329306747835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329306754190
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329306758064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329306761574
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329306761969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306781454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306782038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306782085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306810172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329306812941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329306855280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329310020298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329310021026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329313071433
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329313073035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329313106334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329313106359
